Medida,CodMedida,Grupo,CodGrupo,Consumo,Territorio,Año
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,7,La Gomera,2017
Número de clientes (CUPS),2,Sector industrial,5,227,La Gomera,2017
Número de clientes (CUPS),2,Sector del transporte,6,135,La Gomera,2017
Número de clientes (CUPS),2,Hostelería,7,167,La Gomera,2017
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1120,La Gomera,2017
Número de clientes (CUPS),2,Hogares,9,12889,La Gomera,2017
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,416,La Gomera,2017
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,694,La Gomera,2016
Energía eléctrica,1,Disponible para consumo final,1,65475.16,La Gomera,2016
Energía eléctrica,1,Diferencias estadísticas,2,-551.11,La Gomera,2016
Energía eléctrica,1,Consumo final,3,66026.26,La Gomera,2016
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,120.78,La Gomera,2016
Energía eléctrica,1,Sector industrial,5,1965.22,La Gomera,2016
Energía eléctrica,1,Sector del transporte,6,2860.79,La Gomera,2016
Energía eléctrica,1,Hostelería,7,8523.46,La Gomera,2016
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,18085.77,La Gomera,2016
Energía eléctrica,1,Hogares,9,31656.72,La Gomera,2016
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2110.89,La Gomera,2016
Energía eléctrica,1,No especificado en otras categorías - Otros,11,702.62,La Gomera,2016
Número de clientes (CUPS),2,Disponible para consumo final,1,15028,La Gomera,2016
Número de clientes (CUPS),2,Diferencias estadísticas,2,-204,La Gomera,2016
Número de clientes (CUPS),2,Consumo final,3,15232,La Gomera,2016
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,8,La Gomera,2016
Número de clientes (CUPS),2,Sector industrial,5,247,La Gomera,2016
Número de clientes (CUPS),2,Sector del transporte,6,128,La Gomera,2016
Número de clientes (CUPS),2,Hostelería,7,206,La Gomera,2016
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1112,La Gomera,2016
Número de clientes (CUPS),2,Hogares,9,13081,La Gomera,2016
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,422,La Gomera,2016
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,28,La Gomera,2015
Energía eléctrica,1,Disponible para consumo final,1,63450.3,La Gomera,2015
Energía eléctrica,1,Diferencias estadísticas,2,-912.43,La Gomera,2015
Energía eléctrica,1,Consumo final,3,64362.73,La Gomera,2015
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,144.35,La Gomera,2015
Energía eléctrica,1,Sector industrial,5,1519.88,La Gomera,2015
Energía eléctrica,1,Sector del transporte,6,5208.99,La Gomera,2015
Energía eléctrica,1,Hostelería,7,7020.94,La Gomera,2015
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,18022.22,La Gomera,2015
Energía eléctrica,1,Hogares,9,28934.8,La Gomera,2015
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2188.6,La Gomera,2015
Energía eléctrica,1,No especificado en otras categorías - Otros,11,1322.95,La Gomera,2015
Número de clientes (CUPS),2,Disponible para consumo final,1,14996,La Gomera,2015
Número de clientes (CUPS),2,Diferencias estadísticas,2,-236,La Gomera,2015
Número de clientes (CUPS),2,Consumo final,3,15232,La Gomera,2015
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,8,La Gomera,2015
Número de clientes (CUPS),2,Sector industrial,5,250,La Gomera,2015
Número de clientes (CUPS),2,Sector del transporte,6,138,La Gomera,2015
Número de clientes (CUPS),2,Hostelería,7,228,La Gomera,2015
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1134,La Gomera,2015
Número de clientes (CUPS),2,Hogares,9,13000,La Gomera,2015
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,429,La Gomera,2015
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,45,La Gomera,2014
Energía eléctrica,1,Disponible para consumo final,1,61459.79,La Gomera,2014
Energía eléctrica,1,Diferencias estadísticas,2,415.74,La Gomera,2014
Energía eléctrica,1,Consumo final,3,61044.05,La Gomera,2014
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,108.16,La Gomera,2014
Energía eléctrica,1,Sector industrial,5,1427.76,La Gomera,2014
Energía eléctrica,1,Sector del transporte,6,4844.62,La Gomera,2014
Energía eléctrica,1,Hostelería,7,6941.06,La Gomera,2014
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,18105.69,La Gomera,2014
Energía eléctrica,1,Hogares,9,27273.77,La Gomera,2014
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1348.93,La Gomera,2014
Energía eléctrica,1,No especificado en otras categorías - Otros,11,994.05,La Gomera,2014
Número de clientes (CUPS),2,Disponible para consumo final,1,14937,La Gomera,2014
Número de clientes (CUPS),2,Diferencias estadísticas,2,-342,La Gomera,2014
Número de clientes (CUPS),2,Consumo final,3,15279,La Gomera,2014
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,9,La Gomera,2014
Número de clientes (CUPS),2,Sector industrial,5,245,La Gomera,2014
Número de clientes (CUPS),2,Sector del transporte,6,131,La Gomera,2014
Número de clientes (CUPS),2,Hostelería,7,214,La Gomera,2014
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1114,La Gomera,2014
Número de clientes (CUPS),2,Hogares,9,13109,La Gomera,2014
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,432,La Gomera,2014
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,25,La Gomera,2013
Energía eléctrica,1,Disponible para consumo final,1,61459.79,La Gomera,2013
Energía eléctrica,1,Diferencias estadísticas,2,415.74,La Gomera,2013
Energía eléctrica,1,Consumo final,3,61044.05,La Gomera,2013
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,108.16,La Gomera,2013
Energía eléctrica,1,Sector industrial,5,1427.76,La Gomera,2013
Energía eléctrica,1,Sector del transporte,6,4844.62,La Gomera,2013
Energía eléctrica,1,Hostelería,7,6941.06,La Gomera,2013
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,18105.69,La Gomera,2013
Energía eléctrica,1,Hogares,9,27273.77,La Gomera,2013
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1348.93,La Gomera,2013
Energía eléctrica,1,No especificado en otras categorías - Otros,11,994.05,La Gomera,2013
Número de clientes (CUPS),2,Disponible para consumo final,1,14937,La Gomera,2013
Número de clientes (CUPS),2,Diferencias estadísticas,2,-342,La Gomera,2013
Número de clientes (CUPS),2,Consumo final,3,15279,La Gomera,2013
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,9,La Gomera,2013
Número de clientes (CUPS),2,Sector industrial,5,245,La Gomera,2013
Número de clientes (CUPS),2,Sector del transporte,6,131,La Gomera,2013
Número de clientes (CUPS),2,Hostelería,7,214,La Gomera,2013
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1114,La Gomera,2013
Número de clientes (CUPS),2,Hogares,9,13109,La Gomera,2013
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,432,La Gomera,2013
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,25,La Gomera,2012
Energía eléctrica,1,Disponible para consumo final,1,65523.23,La Gomera,2012
Energía eléctrica,1,Diferencias estadísticas,2,2164.8,La Gomera,2012
Energía eléctrica,1,Consumo final,3,63358.43,La Gomera,2012
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,115.44,La Gomera,2012
Energía eléctrica,1,Sector industrial,5,1690.03,La Gomera,2012
Energía eléctrica,1,Sector del transporte,6,2862.9,La Gomera,2012
Energía eléctrica,1,Hostelería,7,7072.88,La Gomera,2012
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,16000.94,La Gomera,2012
Energía eléctrica,1,Hogares,9,33159.04,La Gomera,2012
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2433.41,La Gomera,2012
Energía eléctrica,1,No especificado en otras categorías - Otros,11,23.79,La Gomera,2012
Número de clientes (CUPS),2,Disponible para consumo final,1,14827,La Gomera,2012
Número de clientes (CUPS),2,Diferencias estadísticas,2,180,La Gomera,2012
Número de clientes (CUPS),2,Consumo final,3,14647,La Gomera,2012
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,8,La Gomera,2012
Número de clientes (CUPS),2,Sector industrial,5,225,La Gomera,2012
Número de clientes (CUPS),2,Sector del transporte,6,122,La Gomera,2012
Número de clientes (CUPS),2,Hostelería,7,208,La Gomera,2012
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1079,La Gomera,2012
Número de clientes (CUPS),2,Hogares,9,12579,La Gomera,2012
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,422,La Gomera,2012
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,4,La Gomera,2011
Energía eléctrica,1,Disponible para consumo final,1,65169.56,La Gomera,2011
Energía eléctrica,1,Diferencias estadísticas,2,2269.93,La Gomera,2011
Energía eléctrica,1,Consumo final,3,62899.62,La Gomera,2011
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,102.71,La Gomera,2011
Energía eléctrica,1,Sector industrial,5,1725.76,La Gomera,2011
Energía eléctrica,1,Sector del transporte,6,690.5,La Gomera,2011
Energía eléctrica,1,Hostelería,7,9276.42,La Gomera,2011
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,14914.56,La Gomera,2011
Energía eléctrica,1,Hogares,9,33910.5,La Gomera,2011
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2266.33,La Gomera,2011
Energía eléctrica,1,No especificado en otras categorías - Otros,11,12.85,La Gomera,2011
Número de clientes (CUPS),2,Disponible para consumo final,1,14739,La Gomera,2011
Número de clientes (CUPS),2,Diferencias estadísticas,2,,La Gomera,2011
Número de clientes (CUPS),2,Consumo final,3,,La Gomera,2011
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,La Gomera,2011
Número de clientes (CUPS),2,Sector industrial,5,,La Gomera,2011
Número de clientes (CUPS),2,Sector del transporte,6,,La Gomera,2011
Número de clientes (CUPS),2,Hostelería,7,,La Gomera,2011
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,La Gomera,2011
Número de clientes (CUPS),2,Hogares,9,,La Gomera,2011
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,La Gomera,2011
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,La Gomera,2010
Energía eléctrica,1,Disponible para consumo final,1,61117.56,La Gomera,2010
Energía eléctrica,1,Diferencias estadísticas,2,-3916.26,La Gomera,2010
Energía eléctrica,1,Consumo final,3,65033.82,La Gomera,2010
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,85.67,La Gomera,2010
Energía eléctrica,1,Sector industrial,5,984.19,La Gomera,2010
Energía eléctrica,1,Sector del transporte,6,15.08,La Gomera,2010
Energía eléctrica,1,Hostelería,7,9604.94,La Gomera,2010
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,20577.99,La Gomera,2010
Energía eléctrica,1,Hogares,9,30990.34,La Gomera,2010
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2498.05,La Gomera,2010
Energía eléctrica,1,No especificado en otras categorías - Otros,11,277.55,La Gomera,2010
Número de clientes (CUPS),2,Disponible para consumo final,1,14548,La Gomera,2010
Número de clientes (CUPS),2,Diferencias estadísticas,2,,La Gomera,2010
Número de clientes (CUPS),2,Consumo final,3,,La Gomera,2010
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,La Gomera,2010
Número de clientes (CUPS),2,Sector industrial,5,,La Gomera,2010
Número de clientes (CUPS),2,Sector del transporte,6,,La Gomera,2010
Número de clientes (CUPS),2,Hostelería,7,,La Gomera,2010
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,La Gomera,2010
Número de clientes (CUPS),2,Hogares,9,,La Gomera,2010
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,La Gomera,2010
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,La Gomera,2010
Energía eléctrica,1,Disponible para consumo final,1,229582.39,La Palma,2021
Energía eléctrica,1,Diferencias estadísticas,2,3956.26,La Palma,2021
Energía eléctrica,1,Consumo final,3,225626.13,La Palma,2021
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,67.65,La Palma,2021
Energía eléctrica,1,Sector industrial,5,7720.76,La Palma,2021
Energía eléctrica,1,Sector del transporte,6,133.36,La Palma,2021
Energía eléctrica,1,Hostelería,7,15399.16,La Palma,2021
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,69644.94,La Palma,2021
Energía eléctrica,1,Hogares,9,107194.1,La Palma,2021
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,22184.81,La Palma,2021
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3281.35,La Palma,2021
Número de clientes (CUPS),2,Disponible para consumo final,1,45738,La Palma,2021
Número de clientes (CUPS),2,Diferencias estadísticas,2,862,La Palma,2021
Número de clientes (CUPS),2,Consumo final,3,44876,La Palma,2021
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,6,La Palma,2021
Número de clientes (CUPS),2,Sector industrial,5,764,La Palma,2021
Número de clientes (CUPS),2,Sector del transporte,6,18,La Palma,2021
Número de clientes (CUPS),2,Hostelería,7,477,La Palma,2021
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3716,La Palma,2021
Número de clientes (CUPS),2,Hogares,9,37694,La Palma,2021
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1498,La Palma,2021
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,703,La Palma,2020
Energía eléctrica,1,Disponible para consumo final,1,233987.08,La Palma,2020
Energía eléctrica,1,Diferencias estadísticas,2,-8723.51,La Palma,2020
Energía eléctrica,1,Consumo final,3,242710.59,La Palma,2020
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,137.2,La Palma,2020
Energía eléctrica,1,Sector industrial,5,10320.88,La Palma,2020
Energía eléctrica,1,Sector del transporte,6,109.63,La Palma,2020
Energía eléctrica,1,Hostelería,7,12942.8,La Palma,2020
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,74837.21,La Palma,2020
Energía eléctrica,1,Hogares,9,114091.61,La Palma,2020
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,27121.68,La Palma,2020
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3149.59,La Palma,2020
Número de clientes (CUPS),2,Disponible para consumo final,1,50970,La Palma,2020
Número de clientes (CUPS),2,Diferencias estadísticas,2,-638,La Palma,2020
Número de clientes (CUPS),2,Consumo final,3,51608,La Palma,2020
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,10,La Palma,2020
Número de clientes (CUPS),2,Sector industrial,5,957,La Palma,2020
Número de clientes (CUPS),2,Sector del transporte,6,17,La Palma,2020
Número de clientes (CUPS),2,Hostelería,7,580,La Palma,2020
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3838,La Palma,2020
Número de clientes (CUPS),2,Hogares,9,43567,La Palma,2020
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1834,La Palma,2020
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,805,La Palma,2019
Energía eléctrica,1,Disponible para consumo final,1,247403.1,La Palma,2019
Energía eléctrica,1,Diferencias estadísticas,2,-13520.09,La Palma,2019
Energía eléctrica,1,Consumo final,3,260923.19,La Palma,2019
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,84.32,La Palma,2019
Energía eléctrica,1,Sector industrial,5,8028.07,La Palma,2019
Energía eléctrica,1,Sector del transporte,6,6127.85,La Palma,2019
Energía eléctrica,1,Hostelería,7,22255.27,La Palma,2019
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,72468.43,La Palma,2019
Energía eléctrica,1,Hogares,9,120121.63,La Palma,2019
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,25536.87,La Palma,2019
Energía eléctrica,1,No especificado en otras categorías - Otros,11,6300.74,La Palma,2019
Número de clientes (CUPS),2,Disponible para consumo final,1,50790,La Palma,2019
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1627,La Palma,2019
Número de clientes (CUPS),2,Consumo final,3,52417,La Palma,2019
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,6,La Palma,2019
Número de clientes (CUPS),2,Sector industrial,5,869,La Palma,2019
Número de clientes (CUPS),2,Sector del transporte,6,800,La Palma,2019
Número de clientes (CUPS),2,Hostelería,7,627,La Palma,2019
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3222,La Palma,2019
Número de clientes (CUPS),2,Hogares,9,44120,La Palma,2019
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1885,La Palma,2019
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,888,La Palma,2018
Energía eléctrica,1,Disponible para consumo final,1,243678.51,La Palma,2018
Energía eléctrica,1,Diferencias estadísticas,2,-7457.03,La Palma,2018
Energía eléctrica,1,Consumo final,3,251135.54,La Palma,2018
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,43.61,La Palma,2018
Energía eléctrica,1,Sector industrial,5,8567.09,La Palma,2018
Energía eléctrica,1,Sector del transporte,6,5850.17,La Palma,2018
Energía eléctrica,1,Hostelería,7,21060.66,La Palma,2018
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,68558.79,La Palma,2018
Energía eléctrica,1,Hogares,9,120343.54,La Palma,2018
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,23357.89,La Palma,2018
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3353.8,La Palma,2018
Número de clientes (CUPS),2,Disponible para consumo final,1,50601,La Palma,2018
Número de clientes (CUPS),2,Diferencias estadísticas,2,-882,La Palma,2018
Número de clientes (CUPS),2,Consumo final,3,51483,La Palma,2018
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,4,La Palma,2018
Número de clientes (CUPS),2,Sector industrial,5,817,La Palma,2018
Número de clientes (CUPS),2,Sector del transporte,6,779,La Palma,2018
Número de clientes (CUPS),2,Hostelería,7,670,La Palma,2018
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3423,La Palma,2018
Número de clientes (CUPS),2,Hogares,9,43351,La Palma,2018
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1882,La Palma,2018
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,557,La Palma,2017
Energía eléctrica,1,Disponible para consumo final,1,243758.95,La Palma,2017
Energía eléctrica,1,Diferencias estadísticas,2,-10781.84,La Palma,2017
Energía eléctrica,1,Consumo final,3,254540.79,La Palma,2017
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,178.52,La Palma,2017
Energía eléctrica,1,Sector industrial,5,7711.1,La Palma,2017
Energía eléctrica,1,Sector del transporte,6,5286.95,La Palma,2017
Energía eléctrica,1,Hostelería,7,22738.08,La Palma,2017
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,68062.92,La Palma,2017
Energía eléctrica,1,Hogares,9,117939.18,La Palma,2017
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,24911.64,La Palma,2017
Energía eléctrica,1,No especificado en otras categorías - Otros,11,7712.4,La Palma,2017
Número de clientes (CUPS),2,Disponible para consumo final,1,50305,La Palma,2017
Número de clientes (CUPS),2,Diferencias estadísticas,2,-2015,La Palma,2017
Número de clientes (CUPS),2,Consumo final,3,52320,La Palma,2017
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,5,La Palma,2017
Número de clientes (CUPS),2,Sector industrial,5,822,La Palma,2017
Número de clientes (CUPS),2,Sector del transporte,6,705,La Palma,2017
Número de clientes (CUPS),2,Hostelería,7,709,La Palma,2017
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3364,La Palma,2017
Número de clientes (CUPS),2,Hogares,9,43539,La Palma,2017
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1903,La Palma,2017
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1273,La Palma,2016
Energía eléctrica,1,Disponible para consumo final,1,237528.65,La Palma,2016
Energía eléctrica,1,Diferencias estadísticas,2,-17353.74,La Palma,2016
Energía eléctrica,1,Consumo final,3,254882.39,La Palma,2016
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,357.34,La Palma,2016
Energía eléctrica,1,Sector industrial,5,8567.1,La Palma,2016
Energía eléctrica,1,Sector del transporte,6,5280.69,La Palma,2016
Energía eléctrica,1,Hostelería,7,23544.47,La Palma,2016
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,82907.02,La Palma,2016
Energía eléctrica,1,Hogares,9,118274.91,La Palma,2016
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,14049.11,La Palma,2016
Energía eléctrica,1,No especificado en otras categorías - Otros,11,1901.73,La Palma,2016
Número de clientes (CUPS),2,Disponible para consumo final,1,50018,La Palma,2016
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1487,La Palma,2016
Número de clientes (CUPS),2,Consumo final,3,51505,La Palma,2016
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,18,La Palma,2016
Número de clientes (CUPS),2,Sector industrial,5,852,La Palma,2016
Número de clientes (CUPS),2,Sector del transporte,6,690,La Palma,2016
Número de clientes (CUPS),2,Hostelería,7,682,La Palma,2016
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3406,La Palma,2016
Número de clientes (CUPS),2,Hogares,9,43978,La Palma,2016
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1805,La Palma,2016
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,74,La Palma,2015
Energía eléctrica,1,Disponible para consumo final,1,235975.68,La Palma,2015
Energía eléctrica,1,Diferencias estadísticas,2,-8653.32,La Palma,2015
Energía eléctrica,1,Consumo final,3,244629.01,La Palma,2015
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,173.72,La Palma,2015
Energía eléctrica,1,Sector industrial,5,8067.75,La Palma,2015
Energía eléctrica,1,Sector del transporte,6,5119.92,La Palma,2015
Energía eléctrica,1,Hostelería,7,20927.75,La Palma,2015
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,76745.98,La Palma,2015
Energía eléctrica,1,Hogares,9,116048.77,La Palma,2015
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,14566.39,La Palma,2015
Energía eléctrica,1,No especificado en otras categorías - Otros,11,2978.73,La Palma,2015
Número de clientes (CUPS),2,Disponible para consumo final,1,49926,La Palma,2015
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1335,La Palma,2015
Número de clientes (CUPS),2,Consumo final,3,51261,La Palma,2015
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,7,La Palma,2015
Número de clientes (CUPS),2,Sector industrial,5,834,La Palma,2015
Número de clientes (CUPS),2,Sector del transporte,6,693,La Palma,2015
Número de clientes (CUPS),2,Hostelería,7,660,La Palma,2015
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3351,La Palma,2015
Número de clientes (CUPS),2,Hogares,9,43873,La Palma,2015
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1726,La Palma,2015
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,117,La Palma,2014
Energía eléctrica,1,Disponible para consumo final,1,225879.23,La Palma,2014
Energía eléctrica,1,Diferencias estadísticas,2,-6803.83,La Palma,2014
Energía eléctrica,1,Consumo final,3,232683.05,La Palma,2014
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,179.74,La Palma,2014
Energía eléctrica,1,Sector industrial,5,8150.94,La Palma,2014
Energía eléctrica,1,Sector del transporte,6,5666.31,La Palma,2014
Energía eléctrica,1,Hostelería,7,19379.94,La Palma,2014
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,71537.12,La Palma,2014
Energía eléctrica,1,Hogares,9,114275.45,La Palma,2014
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,10006.83,La Palma,2014
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3486.73,La Palma,2014
Número de clientes (CUPS),2,Disponible para consumo final,1,49784,La Palma,2014
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1003,La Palma,2014
Número de clientes (CUPS),2,Consumo final,3,50787,La Palma,2014
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,7,La Palma,2014
Número de clientes (CUPS),2,Sector industrial,5,817,La Palma,2014
Número de clientes (CUPS),2,Sector del transporte,6,665,La Palma,2014
Número de clientes (CUPS),2,Hostelería,7,648,La Palma,2014
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3354,La Palma,2014
Número de clientes (CUPS),2,Hogares,9,43548,La Palma,2014
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1653,La Palma,2014
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,95,La Palma,2013
Energía eléctrica,1,Disponible para consumo final,1,225879.23,La Palma,2013
Energía eléctrica,1,Diferencias estadísticas,2,-6803.83,La Palma,2013
Energía eléctrica,1,Consumo final,3,232683.05,La Palma,2013
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,179.74,La Palma,2013
Energía eléctrica,1,Sector industrial,5,8150.94,La Palma,2013
Energía eléctrica,1,Sector del transporte,6,5666.31,La Palma,2013
Energía eléctrica,1,Hostelería,7,19379.94,La Palma,2013
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,71537.12,La Palma,2013
Energía eléctrica,1,Hogares,9,114275.45,La Palma,2013
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,10006.83,La Palma,2013
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3486.73,La Palma,2013
Número de clientes (CUPS),2,Disponible para consumo final,1,49784,La Palma,2013
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1003,La Palma,2013
Número de clientes (CUPS),2,Consumo final,3,50787,La Palma,2013
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,7,La Palma,2013
Número de clientes (CUPS),2,Sector industrial,5,817,La Palma,2013
Número de clientes (CUPS),2,Sector del transporte,6,665,La Palma,2013
Número de clientes (CUPS),2,Hostelería,7,648,La Palma,2013
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3354,La Palma,2013
Número de clientes (CUPS),2,Hogares,9,43548,La Palma,2013
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,1653,La Palma,2013
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,95,La Palma,2012
Energía eléctrica,1,Disponible para consumo final,1,240788.38,La Palma,2012
Energía eléctrica,1,Diferencias estadísticas,2,-10547.5,La Palma,2012
Energía eléctrica,1,Consumo final,3,251335.88,La Palma,2012
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,178.66,La Palma,2012
Energía eléctrica,1,Sector industrial,5,8955.6,La Palma,2012
Energía eléctrica,1,Sector del transporte,6,4806.2,La Palma,2012
Energía eléctrica,1,Hostelería,7,21434.35,La Palma,2012
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,72935.63,La Palma,2012
Energía eléctrica,1,Hogares,9,130546.26,La Palma,2012
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,11822.69,La Palma,2012
